id	name	lat	lon	type	institution	url
659	SAO CARLOS	-21.9804	-47.8839	meterological_station	inmet	A711
660	IGUAPE	-24.6717	-47.5459	meterological_station	inmet	A712
661	SOROCABA	-23.426	-47.5856	meterological_station	inmet	A713
662	ITAPEVA	-23.9819	-48.8858	meterological_station	inmet	A714
663	SAO MIGUEL ARCANJO	-23.8519	-48.1647	meterological_station	inmet	A715
664	OURINHOS	-22.949	-49.8945	meterological_station	inmet	A716
665	NHUMIRIM	-18.9887	-56.6229	meterological_station	inmet	A717
666	RANCHARIA	-22.3728	-50.9747	meterological_station	inmet	A718
667	AQUIDAUANA	-20.4756	-55.7839	meterological_station	inmet	A719
668	COXIM	-18.5122	-54.7361	meterological_station	inmet	A720
669	DOURADOS	-22.1939	-54.9114	meterological_station	inmet	A721
670	MIRANDA	-20.3956	-56.4317	meterological_station	inmet	A722
671	PORTO MURTINHO	-21.7058	-57.8867	meterological_station	inmet	A723
672	CORUMBA	-18.9967	-57.6375	meterological_station	inmet	A724
673	AVARE	-23.1017	-48.9411	meterological_station	inmet	A725
674	PIRACICABA	-22.7031	-47.6233	meterological_station	inmet	A726
675	LINS	-21.666	-49.7349	meterological_station	inmet	A727
676	TAUBATE	-23.0417	-45.5208	meterological_station	inmet	A728
677	VOTUPORANGA	-20.4032	-49.966	meterological_station	inmet	A729
678	CHAPADAO DO SUL	-18.8022	-52.6025	meterological_station	inmet	A730
679	MARACAJU	-21.609	-55.1775	meterological_station	inmet	A731
680	SAO GABRIEL DO OESTE	-19.4203	-54.5531	meterological_station	inmet	A732
681	JALES	-20.165	-50.5951	meterological_station	inmet	A733
682	VALPARAISO	-21.3191	-50.9302	meterological_station	inmet	A734
683	JOSE BONIFACIO	-21.0857	-49.9204	meterological_station	inmet	A735
684	ARIRANHA	-21.1331	-48.8406	meterological_station	inmet	A736
685	IBITINGA	-21.8556	-48.7997	meterological_station	inmet	A737
686	CASA BRANCA	-21.7806	-47.0753	meterological_station	inmet	A738
687	ITAPIRA	-22.4151	-46.8053	meterological_station	inmet	A739
688	SAO LUIS DO PARAITINGA	-23.2283	-45.4169	meterological_station	inmet	A740
689	BARRA BONITA	-22.4711	-48.5575	meterological_station	inmet	A741
690	CASSILANDIA	-19.1225	-51.7207	meterological_station	inmet	A742
691	RIO BRILHANTE	-21.7749	-54.5281	meterological_station	inmet	A743
692	BRAGANCA PAULISTA	-23.952	-46.5305	meterological_station	inmet	A744
693	BARRA DO TURVO	-24.9628	-48.4164	meterological_station	inmet	A746
694	PRADOPOLIS	-21.3384	-48.114	meterological_station	inmet	A747
695	BARRETOS	-20.5592	-48.545	meterological_station	inmet	A748
696	JUTI	-22.8572	-54.6056	meterological_station	inmet	A749
697	AMAMBAI	-23.0025	-55.3294	meterological_station	inmet	A750
698	SETE QUEDAS	-23.9669	-55.0242	meterological_station	inmet	A751
699	ITAQUIRAI	-23.4495	-54.1819	meterological_station	inmet	A752
700	ITUVERAVA	-20.3598	-47.7752	meterological_station	inmet	A753
701	SIDROLANDIA	-20.9817	-54.9719	meterological_station	inmet	A754
702	BARUERI	-23.5239	-46.8694	meterological_station	inmet	A755
703	AGUA CLARA	-20.4444	-52.8758	meterological_station	inmet	A756
704	BELA VISTA	-22.1017	-56.5408	meterological_station	inmet	A757
705	JARDIM	-21.4785	-56.1377	meterological_station	inmet	A758
706	BATAGUASSU	-21.7501	-52.4713	meterological_station	inmet	A759
707	COSTA RICA	-18.4928	-53.1714	meterological_station	inmet	A760
708	SONORA	-17.6353	-54.7606	meterological_station	inmet	A761
709	DRACENA	-21.4577	-51.5523	meterological_station	inmet	A762
710	MARILIA	-22.2352	-49.9651	meterological_station	inmet	A763
711	BEBDOURO	-20.9492	-48.49	meterological_station	inmet	A764
712	BERTIOGA	-23.8447	-46.1433	meterological_station	inmet	A765
713	REGISTRO	-24.5331	-47.8641	meterological_station	inmet	A766
714	SAO SEBASTIAO	-23.8107	-45.4025	meterological_station	inmet	A767
715	TUPA	-21.9273	-50.4902	meterological_station	inmet	A768
716	CACHOEIRA PAULISTA	-22.689	-45.0054	meterological_station	inmet	A769
717	SAO SIMAO	-21.4611	-47.5794	meterological_station	inmet	A770
718	SAO PAULO - INTERLAGOS	-23.7245	-46.6775	meterological_station	inmet	A771
719	PORTO ALEGRE	-30.0535	-51.1748	meterological_station	inmet	A801
720	RIO GRANDE	-32.0788	-52.1677	meterological_station	inmet	A802
721	SANTA MARIA	-29.725	-53.7205	meterological_station	inmet	A803
722	SANTANA DO LIVRAMENTO	-30.7506	-55.4014	meterological_station	inmet	A804
723	SANTO AUGUSTO	-27.8543	-53.7912	meterological_station	inmet	A805
724	FLORIANOPOLIS	-27.6025	-48.6201	meterological_station	inmet	A806
725	CURITIBA	-25.4487	-49.2306	meterological_station	inmet	A807
726	TORRES	-29.3503	-49.7333	meterological_station	inmet	A808
727	URUGUAIANA	-29.8399	-57.0819	meterological_station	inmet	A809
728	SANTA ROSA	-27.8905	-54.48	meterological_station	inmet	A810
729	CANGUCU	-31.4033	-52.7007	meterological_station	inmet	A811
730	CACAPAVA DO SUL	-30.5453	-53.467	meterological_station	inmet	A812
731	RIO PARDO	-29.8721	-52.382	meterological_station	inmet	A813
732	URUSSANGA	-28.5325	-49.3153	meterological_station	inmet	A814
733	SAO JOAQUIM	-28.2756	-49.9346	meterological_station	inmet	A815
734	NOVO HORIZONTE	-26.4064	-52.8503	meterological_station	inmet	A816
735	INDAIAL	-26.9137	-49.268	meterological_station	inmet	A817
736	IVAI	-25.0108	-50.8539	meterological_station	inmet	A818
737	CASTRO	-24.787	-49.9993	meterological_station	inmet	A819
738	MAL. CANDIDO RONDON	-24.5333	-54.0192	meterological_station	inmet	A820
739	JOAQUIM TAVORA	-23.5053	-49.9464	meterological_station	inmet	A821
740	NOVA TEBAS	-24.4372	-51.9631	meterological_station	inmet	A822
741	INACIO MARTINS	-25.5679	-51.0779	meterological_station	inmet	A823
742	ICARAIMA	-23.3903	-53.6358	meterological_station	inmet	A824
743	GOIOERE	-24.1583	-53.0306	meterological_station	inmet	A825
744	ALEGRETE	-29.7091	-55.5255	meterological_station	inmet	A826
745	BAGE	-31.3478	-54.0133	meterological_station	inmet	A827
746	ERECHIM	-27.6577	-52.3058	meterological_station	inmet	A828
747	SAO JOSE DOS AUSENTES	-28.7486	-50.0579	meterological_station	inmet	A829
748	SAO BORJA	-28.6501	-56.0163	meterological_station	inmet	A830
749	QUARAI	-30.3686	-56.4371	meterological_station	inmet	A831
750	SAO GABRIEL	-30.3414	-54.3109	meterological_station	inmet	A832
751	SANTIAGO	-29.1916	-54.8857	meterological_station	inmet	A833
752	TRAMANDAI	-30.0103	-50.1359	meterological_station	inmet	A834
753	MARINGA	-23.4053	-51.9328	meterological_station	inmet	A835
754	JAGUARAO	-32.5348	-53.3759	meterological_station	inmet	A836
755	SOLEDADE	-28.8592	-52.5424	meterological_station	inmet	A837
756	CAMAQUA	-30.808	-51.8342	meterological_station	inmet	A838
757	PASSO FUNDO	-28.2268	-52.4036	meterological_station	inmet	A839
758	BENTO GONCALVES	-29.1646	-51.5342	meterological_station	inmet	A840
759	JOACABA	-27.1693	-51.559	meterological_station	inmet	A841
760	NOVA FATIMA	-23.4153	-50.5777	meterological_station	inmet	A842
761	DOIS VIZINHOS	-25.6992	-53.0953	meterological_station	inmet	A843
762	LAGOA VERMELHA	-28.2224	-51.5128	meterological_station	inmet	A844
763	BOM JARDIM DA SERRA - MORRO DA IGREJA	-28.127	-49.4796	meterological_station	inmet	A845
764	FOZ DO IGUACU	-25.6019	-54.4831	meterological_station	inmet	A846
765	DIONISIO CERQUEIRA	-26.2866	-53.6331	meterological_station	inmet	A848
766	DIAMANTE DO NORTE	-22.6394	-52.8902	meterological_station	inmet	A849
767	PARANAPOEMA	-22.6583	-52.1345	meterological_station	inmet	A850
768	ITAPOA	-26.0813	-48.6418	meterological_station	inmet	A851
769	SAO LUIZ GONZAGA	-28.4171	-54.9624	meterological_station	inmet	A852
770	CRUZ ALTA	-28.6034	-53.6736	meterological_station	inmet	A853
771	FREDERICO WESTPHALEN	-27.3957	-53.4294	meterological_station	inmet	A854
772	PLANALTO	-25.7219	-53.7479	meterological_station	inmet	A855
773	PALMEIRA DAS MISSOES	-27.9204	-53.3181	meterological_station	inmet	A856
774	XANXERE	-26.9387	-52.3981	meterological_station	inmet	A858
775	CACADOR	-26.8192	-50.9855	meterological_station	inmet	A859
776	CURITIBANOS	-27.2886	-50.6043	meterological_station	inmet	A860
777	RIO DO CAMPO	-26.9375	-50.1454	meterological_station	inmet	A861
778	RIO NEGRINHO	-26.2484	-49.5806	meterological_station	inmet	A862
779	ITUPORANGA	-27.4184	-49.6469	meterological_station	inmet	A863
780	MAJOR VIEIRA	-26.3936	-50.3633	meterological_station	inmet	A864
781	LAGES	-27.8022	-50.3355	meterological_station	inmet	A865
782	Laguna  - Farol de Santa Marta	-28.6044	-48.8133	meterological_station	inmet	A866
783	ARARANGUA	-28.9314	-49.4979	meterological_station	inmet	A867
784	ITAJAI	-26.9509	-48762	meterological_station	inmet	A868
785	CIDADE GAUCHA	-23.3592	-52.9319	meterological_station	inmet	A869
786	RANCHO QUEIMADO	-27.6786	-49.0419	meterological_station	inmet	A870
787	JAPIRA	-23.7733	-50.1806	meterological_station	inmet	A871
788	VENTANIA	-24.2804	-50.2102	meterological_station	inmet	A872
789	MORRETES	-25.5089	-48.8087	meterological_station	inmet	A873
790	SAO MATEUS DO SUL	-25.8356	-50.369	meterological_station	inmet	A874
791	GENERAL CARNEIRO	-26.3985	-51.3537	meterological_station	inmet	A875
792	CLEVELANDIA	-26.4172	-52.3486	meterological_station	inmet	A876
793	MOSTARDAS	-31.2483	-50.9064	meterological_station	inmet	A878
794	CANELA	-29.3689	-50.8272	meterological_station	inmet	A879
795	VACARIA	-28.5136	-50.8827	meterological_station	inmet	A880
796	DOM PEDRITO	-31.0025	-54.6181	meterological_station	inmet	A881
797	TEUTONIA	-29.4503	-51.8243	meterological_station	inmet	A882
798	IBIRUBA	-28.6535	-53.1119	meterological_station	inmet	A883
799	CAMPO BOM	-29.6743	-51.064	meterological_station	inmet	A884
800	TUPANCIRETA	-29.0894	-53.8266	meterological_station	inmet	A886
801	CAPAO DO LEAO (PELOTAS)	-31.8025	-52.4072	meterological_station	inmet	A887
802	SAO VICENTE DO SUL	-29.7021	-54.6943	meterological_station	inmet	A889
803	ENCRUZILHADA DO SUL	-30.5431	-52.5247	meterological_station	inmet	A893
804	SERAFINA CORREA	-28.7048	-51.8708	meterological_station	inmet	A894
805	CHAPECO	-27.9553	-52.6356	meterological_station	inmet	A895
806	CAMBARA DO SUL	-29.0491	-50.1496	meterological_station	inmet	A897
807	CAMPOS NOVOS	-27.3886	-51.2158	meterological_station	inmet	A898
808	Santa Vitoria do Palmar - Barra do Chui	-33.7423	-53.3722	meterological_station	inmet	A899
809	CUIABA	-15.5593	-56.063	meterological_station	inmet	A901
810	TANGARA DA SERRA	-14.65	-57.4317	meterological_station	inmet	A902
811	S.J. DO RIO CLARO	-13.4539	-56.6772	meterological_station	inmet	A903
812	SORRISO	-12.5551	-55.7229	meterological_station	inmet	A904
813	CAMPO NOVO DOS PARECIS	-13.7858	-57.8386	meterological_station	inmet	A905
814	GUARANTA DO NORTE	-9.9525	-54.8978	meterological_station	inmet	A906
815	RONDONOPOLIS	-16.4625	-54.5803	meterological_station	inmet	A907
816	AGUA BOA	-14.0164	-52.2117	meterological_station	inmet	A908
817	ALTO ARAGUAIA	-17.3394	-53.2244	meterological_station	inmet	A909
818	APIACAS	-9.56333	-57.3936	meterological_station	inmet	A910
819	SAPEZAL	-10.1658	-59.4511	meterological_station	inmet	A911
820	CAMPO VERDE	-15.5314	-55.1357	meterological_station	inmet	A912
821	COMODORO	-13.7081	-59.7625	meterological_station	inmet	A913
822	JUARA	-11.2802	-57.5266	meterological_station	inmet	A914
823	PARANATINGA	-14.4214	-54.0361	meterological_station	inmet	A915
824	QUERENCIA	-12.6272	-52.2208	meterological_station	inmet	A916
825	SINOP	-11.9822	-55.5661	meterological_station	inmet	A917
826	COTRIGUACU	-9.9063	-58.5722	meterological_station	inmet	A919
827	JUINA	-11.3751	-58.7748	meterological_station	inmet	A920
828	SAO FELIX  DO ARAGUAIA	-11.6189	-50.7278	meterological_station	inmet	A921
829	VILA BELA DA SANTISSIMA TRINDADE	-15.0628	-59.8731	meterological_station	inmet	A922
830	PRIMAVERA DO LESTE	-15.58	-54.3811	meterological_station	inmet	A923
831	ALTA FLORESTA	-10.0772	-56.1792	meterological_station	inmet	A924
832	PORTO VELHO	-8.79366	-63.8459	meterological_station	inmet	A925
833	CARLINDA	-9.97059	-55.8275	meterological_station	inmet	A926
834	BRASNORTE (NOVO MUNDO)	-12.5219	-58.2314	meterological_station	inmet	A927
835	NOVA MARINGA	-13.0386	-57.0922	meterological_station	inmet	A928
836	NOVA UBIRATA	-13.4111	-54.7522	meterological_station	inmet	A929
837	GAUCHA DO NORTE	-13.1849	-53.2574	meterological_station	inmet	A930
838	SANTO ANTONIO DO LESTE	-14.9278	-53.8836	meterological_station	inmet	A931
839	GUIRATINGA	-16.3417	-53.7661	meterological_station	inmet	A932
840	ITIQUIRA	-17.1751	-54.5017	meterological_station	inmet	A933
841	ALTO TAQUARI	-17.8411	-53.2894	meterological_station	inmet	A934
842	PORTO ESTRELA	-15.3247	-57.2258	meterological_station	inmet	A935
843	SALTO DO CEU	-15.1247	-58.1272	meterological_station	inmet	A936
844	PONTES E LACERDA	-15.2346	-59.3462	meterological_station	inmet	A937
845	VILHENA	-12.7349	-60.1578	meterological_station	inmet	A938
846	CACOAL	-11.4458	-61.4341	meterological_station	inmet	A939
847	ARIQUEMES	-9.949	-62.9619	meterological_station	inmet	A940
848	CACERES	-16.0747	-57.6931	meterological_station	inmet	A941
849	SAO JOSE DO XINGU	-10.4842	-52.3725	meterological_station	inmet	A942
850	SERRA NOVA DOURADA	-11.9878	-51.4261	meterological_station	inmet	A943
851	ROSARIO OESTE	-14.8289	-56.4419	meterological_station	inmet	A944
852	CAMPINA DA LAGOA	-24.5709	-52.8003	meterological_station	inmet	B803
853	LARANJEIRAS DO SUL	-25.3689	-52.3919	meterological_station	inmet	B804
854	COLOMBO	-25.3225	-49.1577	meterological_station	inmet	B806
855	BELO HORIZONTE - CERCADINHO	-19.98	-43.9587	meterological_station	inmet	F501
856	ANGELICA	-22.1481	-53.7637	meterological_station	inmet	S701
857	ARAL MOREIRA	-22.955	-55.626	meterological_station	inmet	S702
858	BANDEIRANTES	-19.9455	-54.3685	meterological_station	inmet	S703
859	BONITO	-21.2468	-56.4504	meterological_station	inmet	S704
860	BRASILANDIA	-21.2983	-52.0689	meterological_station	inmet	S705
861	CAARAPO	-22.6571	-54.8193	meterological_station	inmet	S706
862	CAMAPUA	-19.5875	-54.0301	meterological_station	inmet	S707
863	FATIMA DO SUL	-22.3087	-54.3258	meterological_station	inmet	S708
864	IGUATEMI	-23.6445	-54.5703	meterological_station	inmet	S709
865	ITAPORA	-22.0928	-54.7988	meterological_station	inmet	S710
866	LAGUNA CARAPA	-22.5754	-55.1603	meterological_station	inmet	S711
867	NOVA ALVORADA DO SUL	-21.451	-54.342	meterological_station	inmet	S712
868	NOVA ANDRADINA	-22.0785	-53.4659	meterological_station	inmet	S713
869	PEDRO GOMES	-18.0727	-54.5488	meterological_station	inmet	S714
870	RIBAS DO RIO PARDO	-20.4667	-53.763	meterological_station	inmet	S715
871	SANTA RITA DO PARDO	-21.3059	-52.8204	meterological_station	inmet	S716
872	SELVIRIA	-20.3514	-51.4302	meterological_station	inmet	S717
873	Rio Grande 1 – RS	-32.1881	-52.0819	tide	simcosta	2667
874	São José do Ribamar – MA	-8.3931	-34.96	tide	simcosta	2668
875	Tramandaí – RS	-30.005	-50.1289	tide	simcosta	2671
876	Pecém – CE	-3.5311	-38.7931	tide	simcosta	2673
877	Imbituba – SC	-28.2311	-48.65	tide	simcosta	2674
878	Ilhabela – SP	-23.7736	-45.3547	tide	simcosta	2675
879	Suape – PE	-8.3931	-34.96	tide	simcosta	2677
880	Ilha da Paz (SFS)	-26.1783	-48.4861	tide	epagri	2901
881	Itapoá - Porto Itapoá	-26.1844	-48.6061	tide	epagri	2903
882	São Francisco do Sul - TESC I	-26.2339	-48.6375	tide	epagri	2909
883	São Francisco do Sul - TESC II	-26.2361	-48.6397	tide	epagri	2910
884	Joinville - Iate Clube	-26.2933	-48.7806	tide	epagri	2913
885	Barra Velha (Itajuba)	-26.6931	-48.6858	tide	epagri	2915
886	Itajaí - Cabeçudas (UNIVALI)	-26.9286	-48.6278	tide	epagri	2921
887	Balneário Camboriú - Praia de Laranjeiras	-26.9961	-48.5889	tide	epagri	2927
888	Florianópolis - Marinha Centro	-27.5961	-48.5675	tide	epagri	2946
889	Florianópolis - Caieira III	-27.8172	-48.5658	tide	epagri	2948
890	Florianopolis - Caieira I	-27.8161	-48.5639	tide	epagri	2951
891	Imbituba - Porto de Imbituba	-28.2308	-48.6508	tide	epagri	2963
892	Laguna - Marinha	-28.4853	-48.7833	tide	epagri	2969
893	Balneário Rincão - Plataforma de Pesca	-28.8261	-49.2147	tide	epagri	2975
894	Passo de Torres - Foz do Rio Mampituba	-29.3261	-49.7192	tide	epagri	2981
895	suape	-8.38811	-34.9521	buoy	hidromares	
896	celse	-10.8628	-36.8747	buoy	hidromares	

